SKU,Rev_GL_Class,Sub_Category,Item_Description,Brand,Unit_Price,Attributes
1001,OFFICE SUPPLIES,Paper,"PaperOne Paper - A4, 70",PaperOne,37.32,"{""Size"": ""A4"", ""Weight_gsm"": 70}"
1002,OFFICE SUPPLIES,Paper,"PaperOne Paper - A4, 80",PaperOne,36.51,"{""Size"": ""A4"", ""Weight_gsm"": 80}"
1003,OFFICE SUPPLIES,Paper,"PaperOne Paper - A3, 70",PaperOne,34.99,"{""Size"": ""A3"", ""Weight_gsm"": 70}"
1004,OFFICE SUPPLIES,Paper,"PaperOne Paper - A3, 80",PaperOne,61.56,"{""Size"": ""A3"", ""Weight_gsm"": 80}"
1005,OFFICE SUPPLIES,Paper,"Double A Paper - A4, 70",Double A,68.41,"{""Size"": ""A4"", ""Weight_gsm"": 70}"
1006,OFFICE SUPPLIES,Paper,"Double A Paper - A4, 80",Double A,69.16,"{""Size"": ""A4"", ""Weight_gsm"": 80}"
1007,OFFICE SUPPLIES,Paper,"Double A Paper - A3, 70",Double A,59.1,"{""Size"": ""A3"", ""Weight_gsm"": 70}"
1008,OFFICE SUPPLIES,Paper,"Double A Paper - A3, 80",Double A,99.64,"{""Size"": ""A3"", ""Weight_gsm"": 80}"
1009,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Black, 1500",HP,77.44,"{""Color"": ""Black"", ""Page_Yield"": 1500}"
1010,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Black, 3000",HP,108.11,"{""Color"": ""Black"", ""Page_Yield"": 3000}"
1011,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Black, 8000",HP,81.96,"{""Color"": ""Black"", ""Page_Yield"": 8000}"
1012,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Cyan, 1500",HP,82.24,"{""Color"": ""Cyan"", ""Page_Yield"": 1500}"
1013,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Cyan, 3000",HP,82.77,"{""Color"": ""Cyan"", ""Page_Yield"": 3000}"
1014,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Cyan, 8000",HP,111.09,"{""Color"": ""Cyan"", ""Page_Yield"": 8000}"
1015,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Magenta, 1500",HP,91.56,"{""Color"": ""Magenta"", ""Page_Yield"": 1500}"
1016,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Magenta, 3000",HP,107.73,"{""Color"": ""Magenta"", ""Page_Yield"": 3000}"
1017,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Magenta, 8000",HP,132.69,"{""Color"": ""Magenta"", ""Page_Yield"": 8000}"
1018,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Yellow, 1500",HP,113.07,"{""Color"": ""Yellow"", ""Page_Yield"": 1500}"
1019,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Yellow, 3000",HP,145.41,"{""Color"": ""Yellow"", ""Page_Yield"": 3000}"
1020,OFFICE SUPPLIES,Ink & Toner,"HP Ink & Toner - Yellow, 8000",HP,132.07,"{""Color"": ""Yellow"", ""Page_Yield"": 8000}"
1021,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Black, 1500",Canon,130.95,"{""Color"": ""Black"", ""Page_Yield"": 1500}"
1022,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Black, 3000",Canon,162.7,"{""Color"": ""Black"", ""Page_Yield"": 3000}"
1023,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Black, 8000",Canon,126.46,"{""Color"": ""Black"", ""Page_Yield"": 8000}"
1024,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Cyan, 1500",Canon,157.26,"{""Color"": ""Cyan"", ""Page_Yield"": 1500}"
1025,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Cyan, 3000",Canon,149.71,"{""Color"": ""Cyan"", ""Page_Yield"": 3000}"
1026,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Cyan, 8000",Canon,142.72,"{""Color"": ""Cyan"", ""Page_Yield"": 8000}"
1027,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Magenta, 1500",Canon,175.98,"{""Color"": ""Magenta"", ""Page_Yield"": 1500}"
1028,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Magenta, 3000",Canon,171.41,"{""Color"": ""Magenta"", ""Page_Yield"": 3000}"
1029,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Magenta, 8000",Canon,157.1,"{""Color"": ""Magenta"", ""Page_Yield"": 8000}"
1030,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Yellow, 1500",Canon,163.04,"{""Color"": ""Yellow"", ""Page_Yield"": 1500}"
1031,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Yellow, 3000",Canon,166.35,"{""Color"": ""Yellow"", ""Page_Yield"": 3000}"
1032,OFFICE SUPPLIES,Ink & Toner,"Canon Ink & Toner - Yellow, 8000",Canon,194.74,"{""Color"": ""Yellow"", ""Page_Yield"": 8000}"
1033,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Black, 1500",Epson,224.17,"{""Color"": ""Black"", ""Page_Yield"": 1500}"
1034,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Black, 3000",Epson,224.58,"{""Color"": ""Black"", ""Page_Yield"": 3000}"
1035,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Black, 8000",Epson,204.72,"{""Color"": ""Black"", ""Page_Yield"": 8000}"
1036,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Cyan, 1500",Epson,211.71,"{""Color"": ""Cyan"", ""Page_Yield"": 1500}"
1037,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Cyan, 3000",Epson,233.21,"{""Color"": ""Cyan"", ""Page_Yield"": 3000}"
1038,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Cyan, 8000",Epson,208.89,"{""Color"": ""Cyan"", ""Page_Yield"": 8000}"
1039,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Magenta, 1500",Epson,222.7,"{""Color"": ""Magenta"", ""Page_Yield"": 1500}"
1040,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Magenta, 3000",Epson,212.87,"{""Color"": ""Magenta"", ""Page_Yield"": 3000}"
1041,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Magenta, 8000",Epson,234.25,"{""Color"": ""Magenta"", ""Page_Yield"": 8000}"
1042,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Yellow, 1500",Epson,252.25,"{""Color"": ""Yellow"", ""Page_Yield"": 1500}"
1043,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Yellow, 3000",Epson,240.54,"{""Color"": ""Yellow"", ""Page_Yield"": 3000}"
1044,OFFICE SUPPLIES,Ink & Toner,"Epson Ink & Toner - Yellow, 8000",Epson,257.13,"{""Color"": ""Yellow"", ""Page_Yield"": 8000}"
1045,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Ballpoint, 10",Staedtler,267.29,"{""Type"": ""Ballpoint"", ""Pack_Size"": 10}"
1046,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Ballpoint, 20",Staedtler,274.27,"{""Type"": ""Ballpoint"", ""Pack_Size"": 20}"
1047,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Ballpoint, 50",Staedtler,290.92,"{""Type"": ""Ballpoint"", ""Pack_Size"": 50}"
1048,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Gel, 10",Staedtler,277.06,"{""Type"": ""Gel"", ""Pack_Size"": 10}"
1049,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Gel, 20",Staedtler,289.28,"{""Type"": ""Gel"", ""Pack_Size"": 20}"
1050,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Gel, 50",Staedtler,286.53,"{""Type"": ""Gel"", ""Pack_Size"": 50}"
1051,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Marker, 10",Staedtler,295.55,"{""Type"": ""Marker"", ""Pack_Size"": 10}"
1052,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Marker, 20",Staedtler,305.54,"{""Type"": ""Marker"", ""Pack_Size"": 20}"
1053,OFFICE SUPPLIES,Writing Tools,"Staedtler Writing Tools - Marker, 50",Staedtler,279.64,"{""Type"": ""Marker"", ""Pack_Size"": 50}"
1054,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Ballpoint, 10",Faber-Castell,321.66,"{""Type"": ""Ballpoint"", ""Pack_Size"": 10}"
1055,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Ballpoint, 20",Faber-Castell,291.5,"{""Type"": ""Ballpoint"", ""Pack_Size"": 20}"
1056,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Ballpoint, 50",Faber-Castell,301.03,"{""Type"": ""Ballpoint"", ""Pack_Size"": 50}"
1057,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Gel, 10",Faber-Castell,303.46,"{""Type"": ""Gel"", ""Pack_Size"": 10}"
1058,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Gel, 20",Faber-Castell,328.14,"{""Type"": ""Gel"", ""Pack_Size"": 20}"
1059,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Gel, 50",Faber-Castell,309.04,"{""Type"": ""Gel"", ""Pack_Size"": 50}"
1060,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Marker, 10",Faber-Castell,324.29,"{""Type"": ""Marker"", ""Pack_Size"": 10}"
1061,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Marker, 20",Faber-Castell,338.04,"{""Type"": ""Marker"", ""Pack_Size"": 20}"
1062,OFFICE SUPPLIES,Writing Tools,"Faber-Castell Writing Tools - Marker, 50",Faber-Castell,339.63,"{""Type"": ""Marker"", ""Pack_Size"": 50}"
1063,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Ballpoint, 10",Pilot,355.91,"{""Type"": ""Ballpoint"", ""Pack_Size"": 10}"
1064,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Ballpoint, 20",Pilot,342.1,"{""Type"": ""Ballpoint"", ""Pack_Size"": 20}"
1065,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Ballpoint, 50",Pilot,368.33,"{""Type"": ""Ballpoint"", ""Pack_Size"": 50}"
1066,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Gel, 10",Pilot,341.22,"{""Type"": ""Gel"", ""Pack_Size"": 10}"
1067,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Gel, 20",Pilot,374.27,"{""Type"": ""Gel"", ""Pack_Size"": 20}"
1068,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Gel, 50",Pilot,368.83,"{""Type"": ""Gel"", ""Pack_Size"": 50}"
1069,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Marker, 10",Pilot,391.93,"{""Type"": ""Marker"", ""Pack_Size"": 10}"
1070,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Marker, 20",Pilot,371.57,"{""Type"": ""Marker"", ""Pack_Size"": 20}"
1071,OFFICE SUPPLIES,Writing Tools,"Pilot Writing Tools - Marker, 50",Pilot,372.83,"{""Type"": ""Marker"", ""Pack_Size"": 50}"
1072,OFFICE SUPPLIES,Filing,"Generic Filing - Cardboard, Blue",Generic,405.81,"{""Material"": ""Cardboard"", ""Color"": ""Blue""}"
1073,OFFICE SUPPLIES,Filing,"Generic Filing - Cardboard, Green",Generic,387.12,"{""Material"": ""Cardboard"", ""Color"": ""Green""}"
1074,OFFICE SUPPLIES,Filing,"Generic Filing - Cardboard, Red",Generic,419.66,"{""Material"": ""Cardboard"", ""Color"": ""Red""}"
1075,OFFICE SUPPLIES,Filing,"Generic Filing - Cardboard, Black",Generic,401.39,"{""Material"": ""Cardboard"", ""Color"": ""Black""}"
1076,OFFICE SUPPLIES,Filing,"Generic Filing - Plastic, Blue",Generic,432.08,"{""Material"": ""Plastic"", ""Color"": ""Blue""}"
1077,OFFICE SUPPLIES,Filing,"Generic Filing - Plastic, Green",Generic,441.2,"{""Material"": ""Plastic"", ""Color"": ""Green""}"
1078,OFFICE SUPPLIES,Filing,"Generic Filing - Plastic, Red",Generic,421.81,"{""Material"": ""Plastic"", ""Color"": ""Red""}"
1079,OFFICE SUPPLIES,Filing,"Generic Filing - Plastic, Black",Generic,448.78,"{""Material"": ""Plastic"", ""Color"": ""Black""}"
1080,OFFICE SUPPLIES,Filing,"Fellowes Filing - Cardboard, Blue",Fellowes,417.93,"{""Material"": ""Cardboard"", ""Color"": ""Blue""}"
1081,OFFICE SUPPLIES,Filing,"Fellowes Filing - Cardboard, Green",Fellowes,457.79,"{""Material"": ""Cardboard"", ""Color"": ""Green""}"
1082,OFFICE SUPPLIES,Filing,"Fellowes Filing - Cardboard, Red",Fellowes,464.95,"{""Material"": ""Cardboard"", ""Color"": ""Red""}"
1083,OFFICE SUPPLIES,Filing,"Fellowes Filing - Cardboard, Black",Fellowes,428.57,"{""Material"": ""Cardboard"", ""Color"": ""Black""}"
1084,OFFICE SUPPLIES,Filing,"Fellowes Filing - Plastic, Blue",Fellowes,458.15,"{""Material"": ""Plastic"", ""Color"": ""Blue""}"
1085,OFFICE SUPPLIES,Filing,"Fellowes Filing - Plastic, Green",Fellowes,435.17,"{""Material"": ""Plastic"", ""Color"": ""Green""}"
1086,OFFICE SUPPLIES,Filing,"Fellowes Filing - Plastic, Red",Fellowes,478.89,"{""Material"": ""Plastic"", ""Color"": ""Red""}"
1087,OFFICE SUPPLIES,Filing,"Fellowes Filing - Plastic, Black",Fellowes,456.18,"{""Material"": ""Plastic"", ""Color"": ""Black""}"
1088,SCHOOL SUPPLIES,Notebooks,"Generic Notebooks - 100, Lined",Generic,456.6,"{""Pages"": 100, ""Ruling"": ""Lined""}"
1089,SCHOOL SUPPLIES,Notebooks,"Generic Notebooks - 100, Blank",Generic,481.57,"{""Pages"": 100, ""Ruling"": ""Blank""}"
1090,SCHOOL SUPPLIES,Notebooks,"Generic Notebooks - 200, Lined",Generic,478.77,"{""Pages"": 200, ""Ruling"": ""Lined""}"
1091,SCHOOL SUPPLIES,Notebooks,"Generic Notebooks - 200, Blank",Generic,469.98,"{""Pages"": 200, ""Ruling"": ""Blank""}"
1092,SCHOOL SUPPLIES,Notebooks,"Classmate Notebooks - 100, Lined",Classmate,517.88,"{""Pages"": 100, ""Ruling"": ""Lined""}"
1093,SCHOOL SUPPLIES,Notebooks,"Classmate Notebooks - 100, Blank",Classmate,495.13,"{""Pages"": 100, ""Ruling"": ""Blank""}"
1094,SCHOOL SUPPLIES,Notebooks,"Classmate Notebooks - 200, Lined",Classmate,481.57,"{""Pages"": 200, ""Ruling"": ""Lined""}"
1095,SCHOOL SUPPLIES,Notebooks,"Classmate Notebooks - 200, Blank",Classmate,502.66,"{""Pages"": 200, ""Ruling"": ""Blank""}"
1096,SCHOOL SUPPLIES,Art Supplies,"Crayola Art Supplies - Crayons, 24",Crayola,496.0,"{""Type"": ""Crayons"", ""Count"": 24}"
1097,SCHOOL SUPPLIES,Art Supplies,"Crayola Art Supplies - Crayons, 48",Crayola,521.65,"{""Type"": ""Crayons"", ""Count"": 48}"
1098,SCHOOL SUPPLIES,Art Supplies,"Crayola Art Supplies - Crayons, 72",Crayola,515.33,"{""Type"": ""Crayons"", ""Count"": 72}"
1099,SCHOOL SUPPLIES,Art Supplies,"Crayola Art Supplies - Colored Pencils, 24",Crayola,528.94,"{""Type"": ""Colored Pencils"", ""Count"": 24}"
1100,SCHOOL SUPPLIES,Art Supplies,"Crayola Art Supplies - Colored Pencils, 48",Crayola,510.32,"{""Type"": ""Colored Pencils"", ""Count"": 48}"
1101,SCHOOL SUPPLIES,Art Supplies,"Crayola Art Supplies - Colored Pencils, 72",Crayola,530.96,"{""Type"": ""Colored Pencils"", ""Count"": 72}"
1102,SCHOOL SUPPLIES,Art Supplies,"Prismacolor Art Supplies - Crayons, 24",Prismacolor,556.4,"{""Type"": ""Crayons"", ""Count"": 24}"
1103,SCHOOL SUPPLIES,Art Supplies,"Prismacolor Art Supplies - Crayons, 48",Prismacolor,560.43,"{""Type"": ""Crayons"", ""Count"": 48}"
1104,SCHOOL SUPPLIES,Art Supplies,"Prismacolor Art Supplies - Crayons, 72",Prismacolor,537.84,"{""Type"": ""Crayons"", ""Count"": 72}"
1105,SCHOOL SUPPLIES,Art Supplies,"Prismacolor Art Supplies - Colored Pencils, 24",Prismacolor,571.83,"{""Type"": ""Colored Pencils"", ""Count"": 24}"
1106,SCHOOL SUPPLIES,Art Supplies,"Prismacolor Art Supplies - Colored Pencils, 48",Prismacolor,547.7,"{""Type"": ""Colored Pencils"", ""Count"": 48}"
1107,SCHOOL SUPPLIES,Art Supplies,"Prismacolor Art Supplies - Colored Pencils, 72",Prismacolor,573.89,"{""Type"": ""Colored Pencils"", ""Count"": 72}"
1108,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 8, 256",Dell,599.07,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1109,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 8, 512",Dell,559.91,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1110,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 8, 1024",Dell,586.83,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1111,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 16, 256",Dell,594.89,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1112,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 16, 512",Dell,598.1,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1113,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 16, 1024",Dell,576.95,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1114,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 32, 256",Dell,603.63,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1115,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 32, 512",Dell,590.65,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1116,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i5, 32, 1024",Dell,597.39,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1117,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 8, 256",Dell,639.09,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1118,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 8, 512",Dell,611.35,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1119,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 8, 1024",Dell,612.88,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1120,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 16, 256",Dell,615.37,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1121,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 16, 512",Dell,638.79,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1122,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 16, 1024",Dell,664.82,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1123,COMPUTER SUPPLIES,Laptops,"Dell Laptops - Core i7, 32, 256",Dell,649.84,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
